filename,tumor_type,split
Te-pi_0119.jpg,pituitary,train,train/pituitary/Te-pi_0119.jpg
P_829_BR_.jpg,pituitary,train,train/pituitary/P_829_BR_.jpg
Te-pi_0131.jpg,pituitary,train,train/pituitary/Te-pi_0131.jpg
Tr-pi_1294.jpg,pituitary,train,train/pituitary/Tr-pi_1294.jpg
P_839_BR_.jpg,pituitary,train,train/pituitary/P_839_BR_.jpg
Te-pi_0125.jpg,pituitary,train,train/pituitary/Te-pi_0125.jpg
Tr-pi_0363.jpg,pituitary,train,train/pituitary/Tr-pi_0363.jpg
P_724.jpg,pituitary,train,train/pituitary/P_724.jpg
Tr-pi_0405.jpg,pituitary,train,train/pituitary/Tr-pi_0405.jpg
Tr-pi_0411.jpg,pituitary,train,train/pituitary/Tr-pi_0411.jpg
P_730.jpg,pituitary,train,train/pituitary/P_730.jpg
Tr-pi_1069.jpg,pituitary,train,train/pituitary/Tr-pi_1069.jpg
Tr-pi_0377.jpg,pituitary,train,train/pituitary/Tr-pi_0377.jpg
P_778_DA_.jpg,pituitary,train,train/pituitary/P_778_DA_.jpg
Tr-pi_0439.jpg,pituitary,train,train/pituitary/Tr-pi_0439.jpg
P_79_DA_.jpg,pituitary,train,train/pituitary/P_79_DA_.jpg
P_718.jpg,pituitary,train,train/pituitary/P_718.jpg
p (522).jpg,pituitary,train,train/pituitary/p (522).jpg
P_768_DA_.jpg,pituitary,train,train/pituitary/P_768_DA_.jpg
Tr-pi_1055.jpg,pituitary,train,train/pituitary/Tr-pi_1055.jpg
p (488).jpg,pituitary,train,train/pituitary/p (488).jpg
P_711_RO_.jpg,pituitary,train,train/pituitary/P_711_RO_.jpg
Tr-pi_1082.jpg,pituitary,train,train/pituitary/Tr-pi_1082.jpg
P_820_SP_.jpg,pituitary,train,train/pituitary/P_820_SP_.jpg
P_830_SP_.jpg,pituitary,train,train/pituitary/P_830_SP_.jpg
Tr-pi_0388.jpg,pituitary,train,train/pituitary/Tr-pi_0388.jpg
Tr-pi_1096.jpg,pituitary,train,train/pituitary/Tr-pi_1096.jpg
P_839_RO_.jpg,pituitary,train,train/pituitary/P_839_RO_.jpg
Tr-pi_1097.jpg,pituitary,train,train/pituitary/Tr-pi_1097.jpg
Tr-pi_0389.jpg,pituitary,train,train/pituitary/Tr-pi_0389.jpg
p (559).jpg,pituitary,train,train/pituitary/p (559).jpg
Tr-pi_1083.jpg,pituitary,train,train/pituitary/Tr-pi_1083.jpg
P_829_RO_.jpg,pituitary,train,train/pituitary/P_829_RO_.jpg
P_718_SP_.jpg,pituitary,train,train/pituitary/P_718_SP_.jpg
Tr-pi_1054.jpg,pituitary,train,train/pituitary/Tr-pi_1054.jpg
Tr-pi_1040.jpg,pituitary,train,train/pituitary/Tr-pi_1040.jpg
P_719.jpg,pituitary,train,train/pituitary/P_719.jpg
Tr-pi_0438.jpg,pituitary,train,train/pituitary/Tr-pi_0438.jpg
P_731.jpg,pituitary,train,train/pituitary/P_731.jpg
Tr-pi_0410.jpg,pituitary,train,train/pituitary/Tr-pi_0410.jpg
Tr-pi_0376.jpg,pituitary,train,train/pituitary/Tr-pi_0376.jpg
Tr-pi_1068.jpg,pituitary,train,train/pituitary/Tr-pi_1068.jpg
P_742_VF_.jpg,pituitary,train,train/pituitary/P_742_VF_.jpg
P_840_DA_.jpg,pituitary,train,train/pituitary/P_840_DA_.jpg
Tr-pi_0362.jpg,pituitary,train,train/pituitary/Tr-pi_0362.jpg
Tr-pi_0404.jpg,pituitary,train,train/pituitary/Tr-pi_0404.jpg
P_752_VF_.jpg,pituitary,train,train/pituitary/P_752_VF_.jpg
P_725.jpg,pituitary,train,train/pituitary/P_725.jpg
P_725_DA_.jpg,pituitary,train,train/pituitary/P_725_DA_.jpg
Tr-pi_1295.jpg,pituitary,train,train/pituitary/Tr-pi_1295.jpg
Te-pi_0124.jpg,pituitary,train,train/pituitary/Te-pi_0124.jpg
P_837_VF_.jpg,pituitary,train,train/pituitary/P_837_VF_.jpg
P_735_DA_.jpg,pituitary,train,train/pituitary/P_735_DA_.jpg
Te-pi_0130.jpg,pituitary,train,train/pituitary/Te-pi_0130.jpg
P_827_VF_.jpg,pituitary,train,train/pituitary/P_827_VF_.jpg
Te-pi_0118.jpg,pituitary,train,train/pituitary/Te-pi_0118.jpg
P_711_BR_.jpg,pituitary,train,train/pituitary/P_711_BR_.jpg
Tr-pi_0148.jpg,pituitary,train,train/pituitary/Tr-pi_0148.jpg
Tr-pi_1242.jpg,pituitary,train,train/pituitary/Tr-pi_1242.jpg
Tr-pi_0174.jpg,pituitary,train,train/pituitary/Tr-pi_0174.jpg
Tr-pi_0612.jpg,pituitary,train,train/pituitary/Tr-pi_0612.jpg
Tr-pi_0606.jpg,pituitary,train,train/pituitary/Tr-pi_0606.jpg
Tr-pi_0160.jpg,pituitary,train,train/pituitary/Tr-pi_0160.jpg
Te-pi_0050.jpg,pituitary,train,train/pituitary/Te-pi_0050.jpg
Tr-pi_0799.jpg,pituitary,train,train/pituitary/Tr-pi_0799.jpg
p (518).jpg,pituitary,train,train/pituitary/p (518).jpg
Tr-pi_0955.jpg,pituitary,train,train/pituitary/Tr-pi_0955.jpg
Te-pi_0044.jpg,pituitary,train,train/pituitary/Te-pi_0044.jpg
Te-pi_0078.jpg,pituitary,train,train/pituitary/Te-pi_0078.jpg
Tr-pi_1322.jpg,pituitary,train,train/pituitary/Tr-pi_1322.jpg
Te-pi_0093.jpg,pituitary,train,train/pituitary/Te-pi_0093.jpg
P_763_BR_.jpg,pituitary,train,train/pituitary/P_763_BR_.jpg
P_799_VF_.jpg,pituitary,train,train/pituitary/P_799_VF_.jpg
Tr-pi_0996.jpg,pituitary,train,train/pituitary/Tr-pi_0996.jpg
Tr-pi_1450.jpg,pituitary,train,train/pituitary/Tr-pi_1450.jpg
P_773_BR_.jpg,pituitary,train,train/pituitary/P_773_BR_.jpg
P_72_BR_.jpg,pituitary,train,train/pituitary/P_72_BR_.jpg
P_789_VF_.jpg,pituitary,train,train/pituitary/P_789_VF_.jpg
Te-pi_0087.jpg,pituitary,train,train/pituitary/Te-pi_0087.jpg
Tr-pi_1336.jpg,pituitary,train,train/pituitary/Tr-pi_1336.jpg
P_747_DA_.jpg,pituitary,train,train/pituitary/P_747_DA_.jpg
Tr-pi_0766.jpg,pituitary,train,train/pituitary/Tr-pi_0766.jpg
P_757_DA_.jpg,pituitary,train,train/pituitary/P_757_DA_.jpg
Tr-pi_0772.jpg,pituitary,train,train/pituitary/Tr-pi_0772.jpg
P_832_DA_.jpg,pituitary,train,train/pituitary/P_832_DA_.jpg
P_720_VF_.jpg,pituitary,train,train/pituitary/P_720_VF_.jpg
P_822_DA_.jpg,pituitary,train,train/pituitary/P_822_DA_.jpg
P_730_VF_.jpg,pituitary,train,train/pituitary/P_730_VF_.jpg
P_816_BR_.jpg,pituitary,train,train/pituitary/P_816_BR_.jpg
P_806_BR_.jpg,pituitary,train,train/pituitary/P_806_BR_.jpg
P_797_RO_.jpg,pituitary,train,train/pituitary/P_797_RO_.jpg
Tr-pi_0558.jpg,pituitary,train,train/pituitary/Tr-pi_0558.jpg
Tr-pi_1134.jpg,pituitary,train,train/pituitary/Tr-pi_1134.jpg
P_787_RO_.jpg,pituitary,train,train/pituitary/P_787_RO_.jpg
Tr-pi_0564.jpg,pituitary,train,train/pituitary/Tr-pi_0564.jpg
Tr-pi_0202.jpg,pituitary,train,train/pituitary/Tr-pi_0202.jpg
Tr-pi_0216.jpg,pituitary,train,train/pituitary/Tr-pi_0216.jpg
Tr-pi_0570.jpg,pituitary,train,train/pituitary/Tr-pi_0570.jpg
Tr-pi_0548.jpg,pituitary,train,train/pituitary/Tr-pi_0548.jpg
P_796_BR_.jpg,pituitary,train,train/pituitary/P_796_BR_.jpg
Tr-pi_1130.jpg,pituitary,train,train/pituitary/Tr-pi_1130.jpg
P_751_HF_.jpg,pituitary,train,train/pituitary/P_751_HF_.jpg
P_741_HF_.jpg,pituitary,train,train/pituitary/P_741_HF_.jpg
P_786_BR_.jpg,pituitary,train,train/pituitary/P_786_BR_.jpg
Tr-pi_0574.jpg,pituitary,train,train/pituitary/Tr-pi_0574.jpg
Tr-pi_0212.jpg,pituitary,train,train/pituitary/Tr-pi_0212.jpg
Tr-pi_0206.jpg,pituitary,train,train/pituitary/Tr-pi_0206.jpg
Tr-pi_1118.jpg,pituitary,train,train/pituitary/Tr-pi_1118.jpg
Tr-pi_0560.jpg,pituitary,train,train/pituitary/Tr-pi_0560.jpg
P_726_SP_.jpg,pituitary,train,train/pituitary/P_726_SP_.jpg
P_736_SP_.jpg,pituitary,train,train/pituitary/P_736_SP_.jpg
P_817_RO_.jpg,pituitary,train,train/pituitary/P_817_RO_.jpg
P_807_RO_.jpg,pituitary,train,train/pituitary/P_807_RO_.jpg
Tr-pi_1332.jpg,pituitary,train,train/pituitary/Tr-pi_1332.jpg
Te-pi_0083.jpg,pituitary,train,train/pituitary/Te-pi_0083.jpg
P_762_RO_.jpg,pituitary,train,train/pituitary/P_762_RO_.jpg
Tr-pi_0992.jpg,pituitary,train,train/pituitary/Tr-pi_0992.jpg
P_73_RO_.jpg,pituitary,train,train/pituitary/P_73_RO_.jpg
P_772_RO_.jpg,pituitary,train,train/pituitary/P_772_RO_.jpg
Te-pi_0097.jpg,pituitary,train,train/pituitary/Te-pi_0097.jpg
Tr-pi_1326.jpg,pituitary,train,train/pituitary/Tr-pi_1326.jpg
Tr-pi_0776.jpg,pituitary,train,train/pituitary/Tr-pi_0776.jpg
Tr-pi_0762.jpg,pituitary,train,train/pituitary/Tr-pi_0762.jpg
P_843_SP_.jpg,pituitary,train,train/pituitary/P_843_SP_.jpg
Te-pi_0040.jpg,pituitary,train,train/pituitary/Te-pi_0040.jpg
Tr-pi_0951.jpg,pituitary,train,train/pituitary/Tr-pi_0951.jpg
Tr-pi_0789.jpg,pituitary,train,train/pituitary/Tr-pi_0789.jpg
p (519).jpg,pituitary,train,train/pituitary/p (519).jpg
Tr-pi_0945.jpg,pituitary,train,train/pituitary/Tr-pi_0945.jpg
Te-pi_0054.jpg,pituitary,train,train/pituitary/Te-pi_0054.jpg
P_819_VF_.jpg,pituitary,train,train/pituitary/P_819_VF_.jpg
P_824_HF_.jpg,pituitary,train,train/pituitary/P_824_HF_.jpg
P_809_VF_.jpg,pituitary,train,train/pituitary/P_809_VF_.jpg
P_834_HF_.jpg,pituitary,train,train/pituitary/P_834_HF_.jpg
Te-pi_0068.jpg,pituitary,train,train/pituitary/Te-pi_0068.jpg
Tr-pi_0158.jpg,pituitary,train,train/pituitary/Tr-pi_0158.jpg
Tr-pi_1246.jpg,pituitary,train,train/pituitary/Tr-pi_1246.jpg
P_769_DA_.jpg,pituitary,train,train/pituitary/P_769_DA_.jpg
P_78_DA_.jpg,pituitary,train,train/pituitary/P_78_DA_.jpg
P_779_DA_.jpg,pituitary,train,train/pituitary/P_779_DA_.jpg
Tr-pi_1252.jpg,pituitary,train,train/pituitary/Tr-pi_1252.jpg
Tr-pi_0164.jpg,pituitary,train,train/pituitary/Tr-pi_0164.jpg
Tr-pi_0602.jpg,pituitary,train,train/pituitary/Tr-pi_0602.jpg
Tr-pi_0616.jpg,pituitary,train,train/pituitary/Tr-pi_0616.jpg
Tr-pi_0170.jpg,pituitary,train,train/pituitary/Tr-pi_0170.jpg
Te-pi_0134.jpg,pituitary,train,train/pituitary/Te-pi_0134.jpg
P_831_SP_.jpg,pituitary,train,train/pituitary/P_831_SP_.jpg
Te-pi_0120.jpg,pituitary,train,train/pituitary/Te-pi_0120.jpg
Tr-pi_1291.jpg,pituitary,train,train/pituitary/Tr-pi_1291.jpg
P_821_SP_.jpg,pituitary,train,train/pituitary/P_821_SP_.jpg
Te-pi_0108.jpg,pituitary,train,train/pituitary/Te-pi_0108.jpg
P_710_RO_.jpg,pituitary,train,train/pituitary/P_710_RO_.jpg
Tr-pi_1044.jpg,pituitary,train,train/pituitary/Tr-pi_1044.jpg
Tr-pi_0428.jpg,pituitary,train,train/pituitary/Tr-pi_0428.jpg
P_721.jpg,pituitary,train,train/pituitary/P_721.jpg
Tr-pi_0400.jpg,pituitary,train,train/pituitary/Tr-pi_0400.jpg
Tr-pi_1078.jpg,pituitary,train,train/pituitary/Tr-pi_1078.jpg
P_744_SP_.jpg,pituitary,train,train/pituitary/P_744_SP_.jpg
Tr-pi_0366.jpg,pituitary,train,train/pituitary/Tr-pi_0366.jpg
Tr-pi_0372.jpg,pituitary,train,train/pituitary/Tr-pi_0372.jpg
Tr-pi_0414.jpg,pituitary,train,train/pituitary/Tr-pi_0414.jpg
P_754_SP_.jpg,pituitary,train,train/pituitary/P_754_SP_.jpg
P_735.jpg,pituitary,train,train/pituitary/P_735.jpg
Tr-pi_0399.jpg,pituitary,train,train/pituitary/Tr-pi_0399.jpg
Tr-pi_1087.jpg,pituitary,train,train/pituitary/Tr-pi_1087.jpg
P_838_BR_.jpg,pituitary,train,train/pituitary/P_838_BR_.jpg
p (558).jpg,pituitary,train,train/pituitary/p (558).jpg
Tr-pi_1093.jpg,pituitary,train,train/pituitary/Tr-pi_1093.jpg
P_828_BR_.jpg,pituitary,train,train/pituitary/P_828_BR_.jpg
P_733_HF_.jpg,pituitary,train,train/pituitary/P_733_HF_.jpg
P_723_HF_.jpg,pituitary,train,train/pituitary/P_723_HF_.jpg
P_710_BR_.jpg,pituitary,train,train/pituitary/P_710_BR_.jpg
P_7_DA_.jpg,pituitary,train,train/pituitary/P_7_DA_.jpg
Tr-pi_1092.jpg,pituitary,train,train/pituitary/Tr-pi_1092.jpg
P_826_VF_.jpg,pituitary,train,train/pituitary/P_826_VF_.jpg
P_734_DA_.jpg,pituitary,train,train/pituitary/P_734_DA_.jpg
P_836_VF_.jpg,pituitary,train,train/pituitary/P_836_VF_.jpg
Tr-pi_1086.jpg,pituitary,train,train/pituitary/Tr-pi_1086.jpg
Tr-pi_0398.jpg,pituitary,train,train/pituitary/Tr-pi_0398.jpg
P_724_DA_.jpg,pituitary,train,train/pituitary/P_724_DA_.jpg
Tr-pi_0373.jpg,pituitary,train,train/pituitary/Tr-pi_0373.jpg
P_734.jpg,pituitary,train,train/pituitary/P_734.jpg
Tr-pi_0415.jpg,pituitary,train,train/pituitary/Tr-pi_0415.jpg
Tr-pi_0401.jpg,pituitary,train,train/pituitary/Tr-pi_0401.jpg
P_720.jpg,pituitary,train,train/pituitary/P_720.jpg
Tr-pi_0367.jpg,pituitary,train,train/pituitary/Tr-pi_0367.jpg
Tr-pi_1079.jpg,pituitary,train,train/pituitary/Tr-pi_1079.jpg
Tr-pi_1051.jpg,pituitary,train,train/pituitary/Tr-pi_1051.jpg
Tr-pi_0429.jpg,pituitary,train,train/pituitary/Tr-pi_0429.jpg
p (523).jpg,pituitary,train,train/pituitary/p (523).jpg
Tr-pi_1045.jpg,pituitary,train,train/pituitary/Tr-pi_1045.jpg
p (489).jpg,pituitary,train,train/pituitary/p (489).jpg
P_719_SP_.jpg,pituitary,train,train/pituitary/P_719_SP_.jpg
Te-pi_0109.jpg,pituitary,train,train/pituitary/Te-pi_0109.jpg
Te-pi_0121.jpg,pituitary,train,train/pituitary/Te-pi_0121.jpg
Tr-pi_1290.jpg,pituitary,train,train/pituitary/Tr-pi_1290.jpg
P_828_RO_.jpg,pituitary,train,train/pituitary/P_828_RO_.jpg
Te-pi_0135.jpg,pituitary,train,train/pituitary/Te-pi_0135.jpg
P_838_RO_.jpg,pituitary,train,train/pituitary/P_838_RO_.jpg
Tr-pi_0617.jpg,pituitary,train,train/pituitary/Tr-pi_0617.jpg
P_753_VF_.jpg,pituitary,train,train/pituitary/P_753_VF_.jpg
P_841_DA_.jpg,pituitary,train,train/pituitary/P_841_DA_.jpg
Tr-pi_0171.jpg,pituitary,train,train/pituitary/Tr-pi_0171.jpg
P_743_VF_.jpg,pituitary,train,train/pituitary/P_743_VF_.jpg
Tr-pi_0165.jpg,pituitary,train,train/pituitary/Tr-pi_0165.jpg
Tr-pi_0603.jpg,pituitary,train,train/pituitary/Tr-pi_0603.jpg
Tr-pi_1253.jpg,pituitary,train,train/pituitary/Tr-pi_1253.jpg
p (574).jpg,pituitary,train,train/pituitary/p (574).jpg
Tr-pi_1247.jpg,pituitary,train,train/pituitary/Tr-pi_1247.jpg
Tr-pi_0159.jpg,pituitary,train,train/pituitary/Tr-pi_0159.jpg
Te-pi_0069.jpg,pituitary,train,train/pituitary/Te-pi_0069.jpg
P_807_BR_.jpg,pituitary,train,train/pituitary/P_807_BR_.jpg
P_817_BR_.jpg,pituitary,train,train/pituitary/P_817_BR_.jpg
P_731_VF_.jpg,pituitary,train,train/pituitary/P_731_VF_.jpg
Tr-pi_0944.jpg,pituitary,train,train/pituitary/Tr-pi_0944.jpg
P_823_DA_.jpg,pituitary,train,train/pituitary/P_823_DA_.jpg
Te-pi_0041.jpg,pituitary,train,train/pituitary/Te-pi_0041.jpg
P_721_VF_.jpg,pituitary,train,train/pituitary/P_721_VF_.jpg
P_833_DA_.jpg,pituitary,train,train/pituitary/P_833_DA_.jpg
Tr-pi_0788.jpg,pituitary,train,train/pituitary/Tr-pi_0788.jpg
Tr-pi_0950.jpg,pituitary,train,train/pituitary/Tr-pi_0950.jpg
Tr-pi_0763.jpg,pituitary,train,train/pituitary/Tr-pi_0763.jpg
Tr-pi_0777.jpg,pituitary,train,train/pituitary/Tr-pi_0777.jpg
Te-pi_0096.jpg,pituitary,train,train/pituitary/Te-pi_0096.jpg
P_786_RO_.jpg,pituitary,train,train/pituitary/P_786_RO_.jpg
p (562).jpg,pituitary,train,train/pituitary/p (562).jpg
Tr-pi_1333.jpg,pituitary,train,train/pituitary/Tr-pi_1333.jpg
Te-pi_0082.jpg,pituitary,train,train/pituitary/Te-pi_0082.jpg
Tr-pi_0993.jpg,pituitary,train,train/pituitary/Tr-pi_0993.jpg
P_796_RO_.jpg,pituitary,train,train/pituitary/P_796_RO_.jpg
Tr-pi_1119.jpg,pituitary,train,train/pituitary/Tr-pi_1119.jpg
P_844_VF_.jpg,pituitary,train,train/pituitary/P_844_VF_.jpg
Tr-pi_0207.jpg,pituitary,train,train/pituitary/Tr-pi_0207.jpg
Tr-pi_0561.jpg,pituitary,train,train/pituitary/Tr-pi_0561.jpg
P_756_DA_.jpg,pituitary,train,train/pituitary/P_756_DA_.jpg
Tr-pi_0575.jpg,pituitary,train,train/pituitary/Tr-pi_0575.jpg
P_746_DA_.jpg,pituitary,train,train/pituitary/P_746_DA_.jpg
Tr-pi_0213.jpg,pituitary,train,train/pituitary/Tr-pi_0213.jpg
P_73_BR_.jpg,pituitary,train,train/pituitary/P_73_BR_.jpg
Tr-pi_1125.jpg,pituitary,train,train/pituitary/Tr-pi_1125.jpg
P_788_VF_.jpg,pituitary,train,train/pituitary/P_788_VF_.jpg
P_772_BR_.jpg,pituitary,train,train/pituitary/P_772_BR_.jpg
p (535).jpg,pituitary,train,train/pituitary/p (535).jpg
P_798_VF_.jpg,pituitary,train,train/pituitary/P_798_VF_.jpg
Tr-pi_0549.jpg,pituitary,train,train/pituitary/Tr-pi_0549.jpg
Tr-pi_1131.jpg,pituitary,train,train/pituitary/Tr-pi_1131.jpg
P_762_BR_.jpg,pituitary,train,train/pituitary/P_762_BR_.jpg
P_71_DA_.jpg,pituitary,train,train/pituitary/P_71_DA_.jpg
Tr-pi_0239.jpg,pituitary,train,train/pituitary/Tr-pi_0239.jpg
P_770_DA_.jpg,pituitary,train,train/pituitary/P_770_DA_.jpg
Tr-pi_1127.jpg,pituitary,train,train/pituitary/Tr-pi_1127.jpg
p (542).jpg,pituitary,train,train/pituitary/p (542).jpg
Tr-pi_1133.jpg,pituitary,train,train/pituitary/Tr-pi_1133.jpg
P_760_DA_.jpg,pituitary,train,train/pituitary/P_760_DA_.jpg
Tr-pi_0563.jpg,pituitary,train,train/pituitary/Tr-pi_0563.jpg
P_793_HF_.jpg,pituitary,train,train/pituitary/P_793_HF_.jpg
Tr-pi_0205.jpg,pituitary,train,train/pituitary/Tr-pi_0205.jpg
P_754_BR_.jpg,pituitary,train,train/pituitary/P_754_BR_.jpg
Tr-pi_0211.jpg,pituitary,train,train/pituitary/Tr-pi_0211.jpg
P_82_HF_.jpg,pituitary,train,train/pituitary/P_82_HF_.jpg
P_744_BR_.jpg,pituitary,train,train/pituitary/P_744_BR_.jpg
P_783_HF_.jpg,pituitary,train,train/pituitary/P_783_HF_.jpg
Tr-pi_0577.jpg,pituitary,train,train/pituitary/Tr-pi_0577.jpg
P_828_SP_.jpg,pituitary,train,train/pituitary/P_828_SP_.jpg
P_838_SP_.jpg,pituitary,train,train/pituitary/P_838_SP_.jpg
Tr-pi_0588.jpg,pituitary,train,train/pituitary/Tr-pi_0588.jpg
P_719_RO_.jpg,pituitary,train,train/pituitary/P_719_RO_.jpg
Tr-pi_1325.jpg,pituitary,train,train/pituitary/Tr-pi_1325.jpg
Te-pi_0094.jpg,pituitary,train,train/pituitary/Te-pi_0094.jpg
p (515).jpg,pituitary,train,train/pituitary/p (515).jpg
Tr-pi_0749.jpg,pituitary,train,train/pituitary/Tr-pi_0749.jpg
Tr-pi_0991.jpg,pituitary,train,train/pituitary/Tr-pi_0991.jpg
Te-pi_0080.jpg,pituitary,train,train/pituitary/Te-pi_0080.jpg
Tr-pi_1331.jpg,pituitary,train,train/pituitary/Tr-pi_1331.jpg
Tr-pi_1319.jpg,pituitary,train,train/pituitary/Tr-pi_1319.jpg
Tr-pi_0761.jpg,pituitary,train,train/pituitary/Tr-pi_0761.jpg
Tr-pi_0775.jpg,pituitary,train,train/pituitary/Tr-pi_0775.jpg
Tr-pi_0946.jpg,pituitary,train,train/pituitary/Tr-pi_0946.jpg
P_821_BR_.jpg,pituitary,train,train/pituitary/P_821_BR_.jpg
Tr-pi_0952.jpg,pituitary,train,train/pituitary/Tr-pi_0952.jpg
P_831_BR_.jpg,pituitary,train,train/pituitary/P_831_BR_.jpg
Te-pi_0043.jpg,pituitary,train,train/pituitary/Te-pi_0043.jpg
P_717_VF_.jpg,pituitary,train,train/pituitary/P_717_VF_.jpg
P_805_DA_.jpg,pituitary,train,train/pituitary/P_805_DA_.jpg
P_815_DA_.jpg,pituitary,train,train/pituitary/P_815_DA_.jpg
P_775_VF_.jpg,pituitary,train,train/pituitary/P_775_VF_.jpg
Tr-pi_1251.jpg,pituitary,train,train/pituitary/Tr-pi_1251.jpg
P_74_VF_.jpg,pituitary,train,train/pituitary/P_74_VF_.jpg
P_748_HF_.jpg,pituitary,train,train/pituitary/P_748_HF_.jpg
Tr-pi_0629.jpg,pituitary,train,train/pituitary/Tr-pi_0629.jpg
p (503).jpg,pituitary,train,train/pituitary/p (503).jpg
P_765_VF_.jpg,pituitary,train,train/pituitary/P_765_VF_.jpg
Tr-pi_1245.jpg,pituitary,train,train/pituitary/Tr-pi_1245.jpg
P_758_HF_.jpg,pituitary,train,train/pituitary/P_758_HF_.jpg
Tr-pi_0173.jpg,pituitary,train,train/pituitary/Tr-pi_0173.jpg
P_843_BR_.jpg,pituitary,train,train/pituitary/P_843_BR_.jpg
Tr-pi_0615.jpg,pituitary,train,train/pituitary/Tr-pi_0615.jpg
Tr-pi_0601.jpg,pituitary,train,train/pituitary/Tr-pi_0601.jpg
Tr-pi_0167.jpg,pituitary,train,train/pituitary/Tr-pi_0167.jpg
Tr-pi_1292.jpg,pituitary,train,train/pituitary/Tr-pi_1292.jpg
Te-pi_0123.jpg,pituitary,train,train/pituitary/Te-pi_0123.jpg
Te-pi_0137.jpg,pituitary,train,train/pituitary/Te-pi_0137.jpg
Tr-pi_0198.jpg,pituitary,train,train/pituitary/Tr-pi_0198.jpg
Tr-pi_1053.jpg,pituitary,train,train/pituitary/Tr-pi_1053.jpg
P_786_SP_.jpg,pituitary,train,train/pituitary/P_786_SP_.jpg
p (554).jpg,pituitary,train,train/pituitary/p (554).jpg
Tr-pi_1047.jpg,pituitary,train,train/pituitary/Tr-pi_1047.jpg
Tr-pi_0359.jpg,pituitary,train,train/pituitary/Tr-pi_0359.jpg
P_796_SP_.jpg,pituitary,train,train/pituitary/P_796_SP_.jpg
Tr-pi_0417.jpg,pituitary,train,train/pituitary/Tr-pi_0417.jpg
P_736.jpg,pituitary,train,train/pituitary/P_736.jpg
Tr-pi_0371.jpg,pituitary,train,train/pituitary/Tr-pi_0371.jpg
Tr-pi_0365.jpg,pituitary,train,train/pituitary/Tr-pi_0365.jpg
P_722.jpg,pituitary,train,train/pituitary/P_722.jpg
Tr-pi_0403.jpg,pituitary,train,train/pituitary/Tr-pi_0403.jpg
P_736_BR_.jpg,pituitary,train,train/pituitary/P_736_BR_.jpg
Tr-pi_1090.jpg,pituitary,train,train/pituitary/Tr-pi_1090.jpg
Tr-pi_1084.jpg,pituitary,train,train/pituitary/Tr-pi_1084.jpg
P_726_BR_.jpg,pituitary,train,train/pituitary/P_726_BR_.jpg
P_800_VF_.jpg,pituitary,train,train/pituitary/P_800_VF_.jpg
P_712_DA_.jpg,pituitary,train,train/pituitary/P_712_DA_.jpg
P_810_VF_.jpg,pituitary,train,train/pituitary/P_810_VF_.jpg
p (485).jpg,pituitary,train,train/pituitary/p (485).jpg
Tr-pi_1085.jpg,pituitary,train,train/pituitary/Tr-pi_1085.jpg
P_728_VF_.jpg,pituitary,train,train/pituitary/P_728_VF_.jpg
P_715_HF_.jpg,pituitary,train,train/pituitary/P_715_HF_.jpg
P_738_VF_.jpg,pituitary,train,train/pituitary/P_738_VF_.jpg
P_705_HF_.jpg,pituitary,train,train/pituitary/P_705_HF_.jpg
Tr-pi_0364.jpg,pituitary,train,train/pituitary/Tr-pi_0364.jpg
p (606).jpg,pituitary,train,train/pituitary/p (606).jpg
Tr-pi_0402.jpg,pituitary,train,train/pituitary/Tr-pi_0402.jpg
P_723.jpg,pituitary,train,train/pituitary/P_723.jpg
P_737.jpg,pituitary,train,train/pituitary/P_737.jpg
Tr-pi_0416.jpg,pituitary,train,train/pituitary/Tr-pi_0416.jpg
Tr-pi_0370.jpg,pituitary,train,train/pituitary/Tr-pi_0370.jpg
P_843_RO_.jpg,pituitary,train,train/pituitary/P_843_RO_.jpg
Tr-pi_0358.jpg,pituitary,train,train/pituitary/Tr-pi_0358.jpg
Tr-pi_1046.jpg,pituitary,train,train/pituitary/Tr-pi_1046.jpg
P_762_SP_.jpg,pituitary,train,train/pituitary/P_762_SP_.jpg
P_73_SP_.jpg,pituitary,train,train/pituitary/P_73_SP_.jpg
P_772_SP_.jpg,pituitary,train,train/pituitary/P_772_SP_.jpg
Tr-pi_1052.jpg,pituitary,train,train/pituitary/Tr-pi_1052.jpg
p (597).jpg,pituitary,train,train/pituitary/p (597).jpg
P_817_SP_.jpg,pituitary,train,train/pituitary/P_817_SP_.jpg
P_807_SP_.jpg,pituitary,train,train/pituitary/P_807_SP_.jpg
Tr-pi_0199.jpg,pituitary,train,train/pituitary/Tr-pi_0199.jpg
Te-pi_0136.jpg,pituitary,train,train/pituitary/Te-pi_0136.jpg
P_726_RO_.jpg,pituitary,train,train/pituitary/P_726_RO_.jpg
p (578).jpg,pituitary,train,train/pituitary/p (578).jpg
Tr-pi_1293.jpg,pituitary,train,train/pituitary/Tr-pi_1293.jpg
Te-pi_0122.jpg,pituitary,train,train/pituitary/Te-pi_0122.jpg
P_736_RO_.jpg,pituitary,train,train/pituitary/P_736_RO_.jpg
Tr-pi_0600.jpg,pituitary,train,train/pituitary/Tr-pi_0600.jpg
Tr-pi_1278.jpg,pituitary,train,train/pituitary/Tr-pi_1278.jpg
Tr-pi_0166.jpg,pituitary,train,train/pituitary/Tr-pi_0166.jpg
Tr-pi_0172.jpg,pituitary,train,train/pituitary/Tr-pi_0172.jpg
